,8NP,Non-Pharms,100s,Alcoholic pre injection swabs,,,,,,,,,,,,,,,,,,,,,,,
,9NP,Non-Pharms,Piece,Ambu bag with masks- Adult,,,,,,,,,,,,,,,,,,,,,,,
,10NP,Non-Pharms,Piece,Ambu bag with masks-Child,,,,,,,,,,,,,,,,,,,,,,,
,11NP,Non-Pharms,Piece,Ambu bag with masks-Neonate,,,,,,,,,,,,,,,,,,,,,,,
,12NP,Non-Pharms,Roll,Autoclave tape 19mm x 50m ,,,,,,,,,,,,,,,,,,,,,,,
,13NP,Non-Pharms,Dozen,Bandages cotton L/woven BP Size   7.5CM X 4.5M BP,,,,,,,,,,,,,,,,,,,,,,,
,14NP,Non-Pharms,Dozen,Bandages cotton L/woven BP Size  10CMX4.5M BP,,,,,,,,,,,,,,,,,,,,,,,
,15NP,Non-Pharms,Dozen,Bandages cotton L/woven BP Size  15CM X 4.5M BP,,,,,,,,,,,,,,,,,,,,,,,
,16NP,Non-Pharms,Dozen,Bandages cotton L/woven BP Size  20CM X 4.5M BP,,,,,,,,,,,,,,,,,,,,,,,
,17NP,Non-Pharms,Roll,Bandages elastic skin adhesive porous-10cmX4.5m BP,,,,,,,,,,,,,,,,,,,,,,,
,18NP,Non-Pharms,Roll,Bandages elastic skin adhesive porous-7.5cmX4.5m BP,,,,,,,,,,,,,,,,,,,,,,,
,19NP,Non-Pharms,10s,Blades  surgical  size 11,,,,,,,,,,,,,,,,,,,,,,,
,20NP,Non-Pharms,Piece,"Catheter, Foley's, 16FG 30mL 2-way",,,,,,,,,,,,,,,,,,,,,,,
,21NP,Non-Pharms,Piece,"Catheter, Foley's, 18FG 30mL 2-way",,,,,,,,,,,,,,,,,,,,,,,
,22NP,Non-Pharms,Piece,Catheters folley's 30ml  -size-12FG 2-way,,,,,,,,,,,,,,,,,,,,,,,
,23NP,Non-Pharms,Piece,Catheters folley's 30ml  -size-14 FG 2-way,,,,,,,,,,,,,,,,,,,,,,,
,24NP,Non-Pharms,Piece,Catheters folley's 30ml-size- 20 FG 2-way,,,,,,,,,,,,,,,,,,,,,,,
,25NP,Non-Pharms,Piece,Catheters folley's 30ml-size-10 FG 2-way,,,,,,,,,,,,,,,,,,,,,,,
,26NP,Non-Pharms,Piece,Catheters folley's 5ml -size - 10 FG 2-way,,,,,,,,,,,,,,,,,,,,,,,
,27NP,Non-Pharms,Piece,Catheters folley's 5ml -Size 8 FG 2-way,,,,,,,,,,,,,,,,,,,,,,,
,28NP,Non-Pharms,Piece,Catheters folley's 5ml-size- 6 FG 2-way,,,,,,,,,,,,,,,,,,,,,,,
,29NP,Non-Pharms,Piece,Cervical collar  soft  large,,,,,,,,,,,,,,,,,,,,,,,
,30NP,Non-Pharms,Piece,Cervical collar  soft medium,,,,,,,,,,,,,,,,,,,,,,,
,31NP,Non-Pharms,Piece,Cervical collar  soft small,,,,,,,,,,,,,,,,,,,,,,,
,32NP,Non-Pharms,Piece,Cervical collar firm large,,,,,,,,,,,,,,,,,,,,,,,
,33NP,Non-Pharms,Piece,Cervical collar firm medium,,,,,,,,,,,,,,,,,,,,,,,
,34NP,Non-Pharms,Piece,Cervical collar firm small,,,,,,,,,,,,,,,,,,,,,,,
,35NP,Non-Pharms,Roll,"Cotton crepe bandage (R/W) elastic,  15cm x 4.5m BP",,,,,,,,,,,,,,,,,,,,,,,
,36NP,Non-Pharms,Roll,"Cotton crepe bandage (R/W) elastic, 7.5cm x 4.5m BP",,,,,,,,,,,,,,,,,,,,,,,
,37NP,Non-Pharms,Roll,"Cotton gauze plain, 36"" x 100yds, 1,500g",,,,,,,,,,,,,,,,,,,,,,,
,38NP,Non-Pharms,Roll,"Cotton gauze X-ray detectable l/wvn Absorb- ABSORB-36""X100 YDS 150",,,,,,,,,,,,,,,,,,,,,,,
,39NP,Non-Pharms,Roll,"Cotton wool, absorbent, 400g",,,,,,,,,,,,,,,,,,,,,,,
,40NP,Non-Pharms,Roll,CREPE BANDAGES  (R/W) ELASTIC- 20CM X 4.5M BP,,,,,,,,,,,,,,,,,,,,,,,
,41NP,Non-Pharms,Roll,CREPE BANDAGES  (R/W) ELASTIC-15CM X 4.5M BP,,,,,,,,,,,,,,,,,,,,,,,
,42NP,Non-Pharms,100s,Dental Needles Long,,,,,,,,,,,,,,,,,,,,,,,
,43NP,Non-Pharms,100s,Dental Needles Short,,,,,,,,,,,,,,,,,,,,,,,
,44NP,Non-Pharms,pcs,digital thermometre,,,,,,,,,,,,,,,,,,,,,,,
,45NP,Non-Pharms,Piece,"Dispensing bottle, plastic, 60mL",,,,,,,,,,,,,,,,,,,,,,,
,46NP,Non-Pharms,1000s,"Dispensing envelope, plastic, resealable",,,,,,,,,,,,,,,,,,,,,,,
,47NP,Non-Pharms,200s,"Dispensing label, self-adhesive ",,,,,,,,,,,,,,,,,,,,,,,
,48NP,Non-Pharms,Piece,Elastogel 10cm x 10cm,,,,,,,,,,,,,,,,,,,,,,,
,49NP,Non-Pharms,Piece,Elastogel 15cm x 20cm,,,,,,,,,,,,,,,,,,,,,,,
,50NP,Non-Pharms,Piece,Elastogel 30cm x 30cm,,,,,,,,,,,,,,,,,,,,,,,
,51NP,Non-Pharms,Piece,Endotracheal   cuffed tube  - size 6.5,,,,,,,,,,,,,,,,,,,,,,,
,52NP,Non-Pharms,Piece,Endotracheal   Cuffed Tube Size 7.0  ,,,,,,,,,,,,,,,,,,,,,,,
,53NP,Non-Pharms,Piece,Endotracheal   Cuffed Tube Size 7.5 ,,,,,,,,,,,,,,,,,,,,,,,
,54NP,Non-Pharms,Piece,Endotracheal  Cuffed Tube Size 3.5,,,,,,,,,,,,,,,,,,,,,,,
,55NP,Non-Pharms,Piece,Endotracheal  Cuffed Tube Size 5.0 ,,,,,,,,,,,,,,,,,,,,,,,
,56NP,Non-Pharms,Piece,Endotracheal  Cuffed Tube Size 5.5 ,,,,,,,,,,,,,,,,,,,,,,,
,57NP,Non-Pharms,Piece,Endotracheal  uncuffed Tube Size 2.5,,,,,,,,,,,,,,,,,,,,,,,
,58NP,Non-Pharms,Piece,Endotracheal  uncuffed Tube Size 3.0,,,,,,,,,,,,,,,,,,,,,,,
,59NP,Non-Pharms,Piece,Endotracheal  uncuffed Tube Size 3.5 ,,,,,,,,,,,,,,,,,,,,,,,
,60NP,Non-Pharms,Piece,Endotracheal tube cuffed - SIZE 8.0,,,,,,,,,,,,,,,,,,,,,,,
,61NP,Non-Pharms,Piece,Endotracheal tube cuffed size 4.5mm,,,,,,,,,,,,,,,,,,,,,,,
,62NP,Non-Pharms,Piece,Endotracheal tube uncuffed - SIZE 4.5mm,,,,,,,,,,,,,,,,,,,,,,,
,63NP,Non-Pharms,Piece,Feeding tube 10 FG,,,,,,,,,,,,,,,,,,,,,,,
,64NP,Non-Pharms,Piece,Feeding tube 14 FG,,,,,,,,,,,,,,,,,,,,,,,
,65NP,Non-Pharms,Piece,Feeding tube 4 FG,,,,,,,,,,,,,,,,,,,,,,,
,66NP,Non-Pharms,Piece,"Feeding tube, 12FG",,,,,,,,,,,,,,,,,,,,,,,
,67NP,Non-Pharms,Piece,"Feeding tube, 16FG",,,,,,,,,,,,,,,,,,,,,,,
,68NP,Non-Pharms,Piece,"Feeding tube, 18FG ",,,,,,,,,,,,,,,,,,,,,,,
,69NP,Non-Pharms,Piece,"Feeding tube, 6FG (pre-term) ",,,,,,,,,,,,,,,,,,,,,,,
,70NP,Non-Pharms,Piece,"Feeding tube, 8FG (for term) ",,,,,,,,,,,,,,,,,,,,,,,
,71NP,Non-Pharms,Piece,Feeding tubes- Size 20 FG,,,,,,,,,,,,,,,,,,,,,,,
,72NP,Non-Pharms,Piece,Feeding tubes- Size 22 FG,,,,,,,,,,,,,,,,,,,,,,,
,73NP,Non-Pharms, 25s,"Gauze compress swabs 8 ply 10cm X 10cm, STERILE",,,,,,,,,,,,,,,,,,,,,,,
,74NP,Non-Pharms,50s,"Giving sets, Blood, Double Chamber",,,,,,,,,,,,,,,,,,,,,,,
,75NP,Non-Pharms,50pairs,"Gloves  surgeon -  size 8.0""  sterile",,,,,,,,,,,,,,,,,,,,,,,
,76NP,Non-Pharms,50pairs,"Gloves, gynaecological, size 7.5",,,,,,,,,,,,,,,,,,,,,,,
,77NP,Non-Pharms,50pairs,"Gloves, latex examination, large",,,,,,,,,,,,,,,,,,,,,,,
,78NP,Non-Pharms,50pairs,"Gloves, latex examination, medium",,,,,,,,,,,,,,,,,,,,,,,
,79NP,Non-Pharms, pair,"Gloves, surgical, size 7 (sterile)",,,,,,,,,,,,,,,,,,,,,,,
,80NP,Non-Pharms, pair,"Gloves, surgical, size 7.5 (sterile)",,,,,,,,,,,,,,,,,,,,,,,
,81NP,Non-Pharms,Piece,Haemodialysis tubing,,,,,,,,,,,,,,,,,,,,,,,
,82NP,Non-Pharms,Piece,"Identification band, baby(NEONATAL)",,,,,,,,,,,,,,,,,,,,,,,
,83NP,Non-Pharms,Piece,Intercoastal drainage tubes size 24 FG,,,,,,,,,,,,,,,,,,,,,,,
,84NP,Non-Pharms,Piece,Intercoastal drainage tubes size 28 FG,,,,,,,,,,,,,,,,,,,,,,,
,85NP,Non-Pharms,Piece,Intercoastal drainage tubes size 32 FG,,,,,,,,,,,,,,,,,,,,,,,
,86NP,Non-Pharms,Piece,Intercoastal drainage tubes size 36 FG,,,,,,,,,,,,,,,,,,,,,,,
,87NP,Non-Pharms,Piece,"Intra Osseous  Trocher Paediatric size,and  Neonatal",,,,,,,,,,,,,,,,,,,,,,,
,88NP,Non-Pharms,Piece,Intraoccular lenses--+21d,,,,,,,,,,,,,,,,,,,,,,,
,89NP,Non-Pharms,Piece,Intraoccular lenses--+22d,,,,,,,,,,,,,,,,,,,,,,,
,90NP,Non-Pharms,pck of 500,IV Cannula - 26G,,,,,,,,,,,,,,,,,,,,,,,
,91NP,Non-Pharms,pck of 500,IV cannula 18G,,,,,,,,,,,,,,,,,,,,,,,
,92NP,Non-Pharms,pck of 500,IV cannula 19G,,,,,,,,,,,,,,,,,,,,,,,
,93NP,Non-Pharms,pck of 500,IV cannula 20G,,,,,,,,,,,,,,,,,,,,,,,
,94NP,Non-Pharms,pck of 500,IV cannula 22G,,,,,,,,,,,,,,,,,,,,,,,
,95NP,Non-Pharms,pck of 500,IV cannula 24G,,,,,,,,,,,,,,,,,,,,,,,
,96NP,Non-Pharms,10s,IV infusion giving set with air inlet,,,,,,,,,,,,,,,,,,,,,,,
,97NP,Non-Pharms,Piece,Keratome knifes,,,,,,,,,,,,,,,,,,,,,,,
,98NP,Non-Pharms,No., MANUAL VACUUM ASPIRATION,,,,,,,,,,,,,,,,,,,,,,,
,99NP,Non-Pharms,10s,Maternity pads,,,,,,,,,,,,,,,,,,,,,,,
,100NP,Non-Pharms,Piece,Medical Supplies Register,,,,,,,,,,,,,,,,,,,,,,,
,101NP,Non-Pharms,Piece,Medicine Register,,,,,,,,,,,,,,,,,,,,,,,
,102NP,Non-Pharms,Piece,Micropore tape adhesive 5cm X 4.5m,,,,,,,,,,,,,,,,,,,,,,,
,103NP,Non-Pharms,Piece,Micropore tape adhesive 7.5cm X 4.5m ,,,,,,,,,,,,,,,,,,,,,,,
,104NP,Non-Pharms,Piece,Miniclose wound drainage/suction unit,,,,,,,,,,,,,,,,,,,,,,,
,105NP,Non-Pharms,Piece,Nasal Prongs for oxygen delivery -  Adult size,,,,,,,,,,,,,,,,,,,,,,,
,106NP,Non-Pharms,pcs,Nasal Prongs for oxygen delivery -  neonate size,,,,,,,,,,,,,,,,,,,,,,,
,107NP,Non-Pharms,Piece,Nasal prongs for oxygen delivery-Peads size,,,,,,,,,,,,,,,,,,,,,,,
,108NP,Non-Pharms,Piece,Nelaton catheter FG 12,,,,,,,,,,,,,,,,,,,,,,,
,109NP,Non-Pharms,Piece,Nelaton catheters  FG 16,,,,,,,,,,,,,,,,,,,,,,,
,110NP,Non-Pharms,pcs,oxygen filters,,,,,,,,,,,,,,,,,,,,,,,
,111NP,Non-Pharms,Piece,"Oxygen mask, adult with strap",,,,,,,,,,,,,,,,,,,,,,,
,112NP,Non-Pharms,Piece,"Oxygen mask, child with strap",,,,,,,,,,,,,,,,,,,,,,,
,113NP,Non-Pharms,Piece,"Oxygen mask, neonate with strap",,,,,,,,,,,,,,,,,,,,,,,
,114NP,Non-Pharms,10s,"Paraffin gauze dressing, 10cm x 10cm",,,,,,,,,,,,,,,,,,,,,,,
,115NP,Non-Pharms,doz,"Plaster of Paris  size 6"" gypsum",,,,,,,,,,,,,,,,,,,,,,,
,116NP,Non-Pharms,Dozen,"Plaster of Paris  size 8"" gypsum",,,,,,,,,,,,,,,,,,,,,,,
,117NP,Non-Pharms,PCK OF 100,POLYTHENE BAG LINERS  50 LTRE 36inches  XHEIGHT X 36inches  BLACK,,,,,,,,,,,,,,,,,,,,,,,
,118NP,Non-Pharms,PCK OF 100,POLYTHENE BAG LINERS  50 LTRE 36inches  XHEIGHT X 36inches  Red,,,,,,,,,,,,,,,,,,,,,,,
,119NP,Non-Pharms,PCK OF 100,POLYTHENE BAG LINERS  50 LTRE 36inches  XHEIGHT X 36inches  yellow,,,,,,,,,,,,,,,,,,,,,,,
,120NP,Non-Pharms,PCS,"PR0TECTIVE GEAR  ,MEDIUM SIZE",,,,,,,,,,,,,,,,,,,,,,,
,121NP,Non-Pharms,PCS,PR0TECTIVE GEAR  LARGE SIZE,,,,,,,,,,,,,,,,,,,,,,,
,122NP,Non-Pharms,PCS,PR0TECTIVE GEAR  SMALL SIZE,,,,,,,,,,,,,,,,,,,,,,,
,123NP,Non-Pharms,10s,Prescription Pad,,,,,,,,,,,,,,,,,,,,,,,
,124NP,Non-Pharms,Piece,"Rectal Tube ,CH24 ,L30cm,Sterile,disposable",,,,,,,,,,,,,,,,,,,,,,,
,125NP,Non-Pharms,Piece,"Rectal tube, CH20  L30cm Sterile,disposable",,,,,,,,,,,,,,,,,,,,,,,
,126NP,Non-Pharms,Piece,Safety Boxes (WHO specifications),,,,,,,,,,,,,,,,,,,,,,,
,127NP,Non-Pharms,5 LITRES JAR,SODALIME,,,,,,,,,,,,,,,,,,,,,,,
,128NP,Non-Pharms,doz,"SOFT BAN 6""",,,,,,,,,,,,,,,,,,,,,,,
,129NP,Non-Pharms,doz,"SOFT BAN 8""",,,,,,,,,,,,,,,,,,,,,,,
,130NP,Non-Pharms,pck of 5,Solusets for Blood,,,,,,,,,,,,,,,,,,,,,,,
,131NP,Non-Pharms,pck of 5,Solusets for Fluids,,,,,,,,,,,,,,,,,,,,,,,
,132NP,Non-Pharms,pck of 100,"Spinal Needle ,22G x 40mm, ster,disp",,,,,,,,,,,,,,,,,,,,,,,
,133NP,Non-Pharms,pck of 100,"Spinal needle 25g x 90mm, sterile, disp",,,,,,,,,,,,,,,,,,,,,,,
,134NP,Non-Pharms,50s,Stock Control Card,,,,,,,,,,,,,,,,,,,,,,,
,135NP,Non-Pharms,Piece,Suction catheter 14 FG,,,,,,,,,,,,,,,,,,,,,,,
,136NP,Non-Pharms,Piece,Suction catheter 18 FG,,,,,,,,,,,,,,,,,,,,,,,
,137NP,Non-Pharms,Piece,Suction catheter 8FG,,,,,,,,,,,,,,,,,,,,,,,
,138NP,Non-Pharms,Piece,"Suction catheter, size 10FG",,,,,,,,,,,,,,,,,,,,,,,
,139NP,Non-Pharms,Piece,"Suction catheter, size 12FG",,,,,,,,,,,,,,,,,,,,,,,
,140NP,Non-Pharms,Piece,"Suction catheter, size 16FG",,,,,,,,,,,,,,,,,,,,,,,
,141NP,Non-Pharms,Piece,"Suction catheter, size 4FG",,,,,,,,,,,,,,,,,,,,,,,
,142NP,Non-Pharms,Piece,"Suction catheter, size 6FG",,,,,,,,,,,,,,,,,,,,,,,
,143NP,Non-Pharms,Piece,Suction catheters with regulatory valve size  4 FG,,,,,,,,,,,,,,,,,,,,,,,
,144NP,Non-Pharms,Piece,Suction catheters with regulatory valve size 10FG,,,,,,,,,,,,,,,,,,,,,,,
,145NP,Non-Pharms,Piece,Suction catheters with regulatory valve size 18 FG,,,,,,,,,,,,,,,,,,,,,,,
,146NP,Non-Pharms,100s,"Surgical blade size 15 without handle,  ",,,,,,,,,,,,,,,,,,,,,,,
,147NP,Non-Pharms,100s,"Surgical blade size 22 without handle,  ",,,,,,,,,,,,,,,,,,,,,,,
,148NP,Non-Pharms,100s,"Surgical blade size 23  without handle,  ",,,,,,,,,,,,,,,,,,,,,,,
,149NP,Non-Pharms,10s,"Surgical blade with handle, size 11",,,,,,,,,,,,,,,,,,,,,,,
,150NP,Non-Pharms,10s,"Surgical blade with handle, size 15 ",,,,,,,,,,,,,,,,,,,,,,,
,151NP,Non-Pharms,10s,"Surgical blade with handle, size 23 ",,,,,,,,,,,,,,,,,,,,,,,
,152NP,Non-Pharms,doz,Surgicell 5 x7.5 cm,,,,,,,,,,,,,,,,,,,,,,,
,153NP,Non-Pharms,Dozen,"Sut Polyglactin 3/0, 75cm on 36mm ½ C RBN",,,,,,,,,,,,,,,,,,,,,,,
,154NP,Non-Pharms,Dozen,"Sut. Polyglactin 2/0, 75cm on 40mm ½ C RBN",,,,,,,,,,,,,,,,,,,,,,,
,155NP,Non-Pharms,Dozen,"Sut.,Polypropyelene-3/0,75cm,½C,22mm-CCN",,,,,,,,,,,,,,,,,,,,,,,
,156NP,Non-Pharms,Dozen,"Suture nylon, No. 0  ½C 40mm-RCN 75cm ",,,,,,,,,,,,,,,,,,,,,,,
,157NP,Non-Pharms,Dozen,Suture Polypropyelene-3/0 75cm ½C 26mm-RCN,,,,,,,,,,,,,,,,,,,,,,,
,158NP,Non-Pharms,Dozen,"Suture, nylon, No. 2/0, 75cm on 40mm ½C RCN",,,,,,,,,,,,,,,,,,,,,,,
,159NP,Non-Pharms,Dozen,"Suture, polyglycolic acid 0 40mm ½ C RBN 75cm",,,,,,,,,,,,,,,,,,,,,,,
,160NP,Non-Pharms,Dozen,"Suture, polyglycolic acid 5/0  75cm on 19mm ½ C RBN",,,,,,,,,,,,,,,,,,,,,,,
,161NP,Non-Pharms,Dozen,"Suture, polyglycolic acid, 2/0  ½C RBN 40mm X75cm",,,,,,,,,,,,,,,,,,,,,,,
,162NP,Non-Pharms,Dozen,"Sutures, Polyglactin  0 ½C  45mm RBN 75cm.",,,,,,,,,,,,,,,,,,,,,,,
,163NP,Non-Pharms,Dozen,"Sutures, Polyglactin  1  90cm on 45mm ½C  RBN",,,,,,,,,,,,,,,,,,,,,,,
,164NP,Non-Pharms,Dozen,"Sutures, Polyglactin  3/0  75cm on 20mm  ½C  RBN",,,,,,,,,,,,,,,,,,,,,,,
,165NP,Non-Pharms,Dozen,"Sutures, Polyglactin 1, ½C, 40mm  RBN,75cm ",,,,,,,,,,,,,,,,,,,,,,,
,166NP,Non-Pharms,Dozen,"Sutures, Polyglactin No. 8/0 Micropoint-spatula 6.5m 30cm",,,,,,,,,,,,,,,,,,,,,,,
,167NP,Non-Pharms,Dozen,"Sutures,Nylon 1  100cm ½ C on 90mm ",,,,,,,,,,,,,,,,,,,,,,,
,168NP,Non-Pharms,Dozen,"Sutures,Nylon 1 90cm ½ C 60mm RCN ",,,,,,,,,,,,,,,,,,,,,,,
,169NP,Non-Pharms,Dozen,"Sutures,Nylon 4/0 75cm ½ C 22mm RCN",,,,,,,,,,,,,,,,,,,,,,,
,170NP,Non-Pharms,Dozen,"Sutures,Nylon 4/0 75cm ½ C on 30mm RCN",,,,,,,,,,,,,,,,,,,,,,,
,171NP,Non-Pharms,Dozen,"Sutures,Polyglactin 5/0, 75cm on 30mm 3/8C RBN ",,,,,,,,,,,,,,,,,,,,,,,
,172NP,Non-Pharms,Dozen,"Sutures,Polyglycolic acid 1  75cm on 65mm ½ C  RBN",,,,,,,,,,,,,,,,,,,,,,,
,173NP,Non-Pharms,Dozen,"Sutures,Polyglycolic acid 1 90cm on 45mm ½ C  RBN",,,,,,,,,,,,,,,,,,,,,,,
,174NP,Non-Pharms,Dozen,"Sutures,Polyglycolic acid 1 90cm on 45mm ½ C  RCN",,,,,,,,,,,,,,,,,,,,,,,
,175NP,Non-Pharms,Dozen,"Sutures,Polyglycolic acid 2 90cm on 45mm ½ C  RBN",,,,,,,,,,,,,,,,,,,,,,,
,176NP,Non-Pharms,Dozen,"Sutures,Polyglycolic acid 2 90cm on 45mm ½ C  RCN",,,,,,,,,,,,,,,,,,,,,,,
,177NP,Non-Pharms,Dozen,"Sutures,Polyglycolic acid 2/0 90cm on 36 mm ½ C  TCN",,,,,,,,,,,,,,,,,,,,,,,
,178NP,Non-Pharms,Dozen,"Sutures,Polyglycolic acid 3/0 75cm on 35mm ½ C  RBN",,,,,,,,,,,,,,,,,,,,,,,
,179NP,Non-Pharms,Dozen,"Sutures,Polyglycolic acid 4/0 75cm on 30mm ½ C  RBN",,,,,,,,,,,,,,,,,,,,,,,
,180NP,Non-Pharms,100s,"Syringe 0.05mL + needle 27G x 1.5""",,,,,,,,,,,,,,,,,,,,,,,
,181NP,Non-Pharms,100s,"Syringe 0.5mL + needle 27G x 1.5""",,,,,,,,,,,,,,,,,,,,,,,
,182NP,Non-Pharms,100s,"Syringe 10mL + needle 21G x 1.5""",,,,,,,,,,,,,,,,,,,,,,,
,183NP,Non-Pharms,100s,"Syringe 20mL + needle 21G x 1.5""",,,,,,,,,,,,,,,,,,,,,,,
,184NP,Non-Pharms,100s,"Syringe 2mL + needle 23G x 1""",,,,,,,,,,,,,,,,,,,,,,,
,185NP,Non-Pharms,100s,"Syringe 5mL + needle 21G x 1.5""",,,,,,,,,,,,,,,,,,,,,,,
,186NP,Non-Pharms,100s,"Syringe, insulin, 1mL, 29G x 3/8"" (12.7mm)",,,,,,,,,,,,,,,,,,,,,,,
,187NP,Non-Pharms,100s,"Syringe, insulin, 1ml, with 30G needle, STD DISP.",,,,,,,,,,,,,,,,,,,,,,,
,188NP,Non-Pharms,PCS,Thermogun thermometet,,,,,,,,,,,,,,,,,,,,,,,
,189NP,Non-Pharms,doz,Tielle Dressing,,,,,,,,,,,,,,,,,,,,,,,
,190NP,Non-Pharms,100s,Tongue depressor wooden,,,,,,,,,,,,,,,,,,,,,,,
,191NP,Non-Pharms,Piece,Torniquet,,,,,,,,,,,,,,,,,,,,,,,
,192NP,Non-Pharms,pcs,Tornquet,,,,,,,,,,,,,,,,,,,,,,,
,193NP,Non-Pharms,Piece,Tracheostomy   tube    - size 5.5,,,,,,,,,,,,,,,,,,,,,,,
,194NP,Non-Pharms,Piece,Tracheostomy   tube  -  size 5.0,,,,,,,,,,,,,,,,,,,,,,,
,195NP,Non-Pharms,Piece,Tracheostomy   tube   - size 6.5,,,,,,,,,,,,,,,,,,,,,,,
,196NP,Non-Pharms,Piece,Tracheostomy   tube -  size 3.5,,,,,,,,,,,,,,,,,,,,,,,
,197NP,Non-Pharms,Piece,Tracheostomy   tube -  size 4.0,,,,,,,,,,,,,,,,,,,,,,,
,198NP,Non-Pharms,Piece,Tracheostomy   tube -  size 4.5,,,,,,,,,,,,,,,,,,,,,,,
,199NP,Non-Pharms,Piece,Tracheostomy   tube  - size 6.0,,,,,,,,,,,,,,,,,,,,,,,
,200NP,Non-Pharms,Piece,Tracheostomy   tube  - size 7.0,,,,,,,,,,,,,,,,,,,,,,,
,201NP,Non-Pharms,KITS,TRACTION KITS  CHILD ,,,,,,,,,,,,,,,,,,,,,,,
,202NP,Non-Pharms,KITS,TRACTION KITS ADULT,,,,,,,,,,,,,,,,,,,,,,,
,203NP,Non-Pharms,PIECES,TRU-CUT BIOPSY NEEDLES,,,,,,,,,,,,,,,,,,,,,,,
,204NP,Non-Pharms,20s,Umbilical cord clamp,,,,,,,,,,,,,,,,,,,,,,,
,205NP,Non-Pharms,PIECES,UNDER-WATER SEAL DRAINAGE,,,,,,,,,,,,,,,,,,,,,,,
,206NP,Non-Pharms,pck of 10,Urine bag grad. with inlet/outlet 2000mL,,,,,,,,,,,,,,,,,,,,,,,
,207NP,Non-Pharms,Roll,"Zinc oxide strapping, 10cm x 4.5m",,,,,,,,,,,,,,,,,,,,,,,
,208NP,Non-Pharms,Roll,"Zinc oxide strapping, 15cm x 4.5m",,,,,,,,,,,,,,,,,,,,,,,
,209NP,Non-Pharms,200s,Nebulizer  masks assorted sizes,,,,,,,,,,,,,,,,,,,,,,,
,210NP,Non-Pharms,pcs,"Spinal needle 22g(0.9 x 90mm, sterile, disp",,,,,,,,,,,,,,,,,,,,,,,
,211NP,Non-Pharms,pck of 100,"Spinal needle 25G (0.7 x 90mm, sterile, disp",,,,,,,,,,,,,,,,,,,,,,,
,212NP,Non-Pharms,pck of 100,"Spinal needle 25G (0.7 x 40mm, sterile, disp",,,,,,,,,,,,,,,,,,,,,,,
,213NP,Non-Pharms,pck of 100,stop cock 3-way,,,,,,,,,,,,,,,,,,,,,,,
