Data Import Template,,,
,154NP,Standard Selling,3063
,155NP,Standard Selling,560
,156NP,Standard Selling,787
,157NP,Standard Selling,789
,158NP,Standard Selling,735
,159NP,Standard Selling,3646
,160NP,Standard Selling,3524
,161NP,Standard Selling,3201
,162NP,Standard Selling,3201
,163NP,Standard Selling,3290
,164NP,Standard Selling,3025
,165NP,Standard Selling,3290
,166NP,Standard Selling,6909
,167NP,Standard Selling,700
,168NP,Standard Selling,700
,169NP,Standard Selling,700
,170NP,Standard Selling,700
,171NP,Standard Selling,700
,172NP,Standard Selling,3290
,173NP,Standard Selling,3290
,174NP,Standard Selling,3290
,175NP,Standard Selling,3325
,176NP,Standard Selling,3304
,177NP,Standard Selling,3201
,178NP,Standard Selling,2450
,179NP,Standard Selling,3073
,180NP,Standard Selling,1800
,181NP,Standard Selling,1800
,182NP,Standard Selling,1331
,183NP,Standard Selling,1799
,184NP,Standard Selling,876
,185NP,Standard Selling,1108
,186NP,Standard Selling,1835
,187NP,Standard Selling,1835
,188NP,Standard Selling,2525
,189NP,Standard Selling,4647
,190NP,Standard Selling,590
,191NP,Standard Selling,262
,192NP,Standard Selling,179
,193NP,Standard Selling,626
,194NP,Standard Selling,626
,195NP,Standard Selling,626
,196NP,Standard Selling,626
,197NP,Standard Selling,626
,198NP,Standard Selling,626
,199NP,Standard Selling,626
,200NP,Standard Selling,626
,201NP,Standard Selling,1575
,202NP,Standard Selling,2269
,203NP,Standard Selling,4700
,204NP,Standard Selling,242
,205NP,Standard Selling,4048
,206NP,Standard Selling,575
,207NP,Standard Selling,284
,208NP,Standard Selling,331
,209NP,Standard Selling,500
,210NP,Standard Selling,1549
,211NP,Standard Selling,5363
,212NP,Standard Selling,5360
,213NP,Standard Selling,9827
,214NP,Standard Selling,119
,215NP,Standard Selling,1500
,216NP,Standard Selling,520
,217NP,Standard Selling,4592
,218NP,Standard Selling,4720
,219NP,Standard Selling,3317.5
,220NP,Standard Selling,5630
,221NP,Standard Selling,5108
,222NP,Standard Selling,4844
,223NP,Standard Selling,10261
,224NP,Standard Selling,3753
,225NP,Standard Selling,7580
,226NP,Standard Selling,1613
,227NP,Standard Selling,1557
,228NP,Standard Selling,845
,229NP,Standard Selling,911
,230NP,Standard Selling,845
,231NP,Standard Selling,845
,232NP,Standard Selling,1064
,233NP,Standard Selling,7205
,234NP,Standard Selling,5188
,235NP,Standard Selling,3355
,236NP,Standard Selling,200
,237NP,Standard Selling,2883
,238NP,Standard Selling,281
,239NP,Standard Selling,252
,240NP,Standard Selling,250
,241NP,Standard Selling,250
,242NP,Standard Selling,1717
,243NP,Standard Selling,1531
,244NP,Standard Selling,1359
,245NP,Standard Selling,1900
,246NP,Standard Selling,1690
,247NP,Standard Selling,307
,248NP,Standard Selling,298
,249NP,Standard Selling,1120
,250NP,Standard Selling,1248
,251NP,Standard Selling,1372
,252NP,Standard Selling,1230
,253NP,Standard Selling,718
,254NP,Standard Selling,20
,255NP,Standard Selling,10
,256NP,Standard Selling,218
,257NP,Standard Selling,4300
,258NP,Standard Selling,4400
,259NP,Standard Selling,4400
,260NP,Standard Selling,2200
,261NP,Standard Selling,2200
,262NP,Standard Selling,2200
,263NP,Standard Selling,2200
,264NP,Standard Selling,2000
,265NP,Standard Selling,2000
,266NP,Standard Selling,2000
,267NP,Standard Selling,1200
,268NP,Standard Selling,1200
,269NP,Standard Selling,1200
,270NP,Standard Selling,7000
,271NP,Standard Selling,650
,272NP,Standard Selling,500
,273NP,Standard Selling,1600
,274NP,Standard Selling,1600
,275NP,Standard Selling,1600
,276NP,Standard Selling,3725
,277NP,Standard Selling,1600
,278NP,Standard Selling,2483
,279NP,Standard Selling,700
,280NP,Standard Selling,6750
,281NP,Standard Selling,855
,282NP,Standard Selling,3633
,283NP,Standard Selling,2700
,284NP,Standard Selling,100
,285NP,Standard Selling,2633
,286NP,Standard Selling,100
,287NP,Standard Selling,100
,288NP,Standard Selling,2633
,289NP,Standard Selling,2596
,290NP,Standard Selling,45
,291NP,Standard Selling,35
,292NP,Standard Selling,5853
,293NP,Standard Selling,4776
,294NP,Standard Selling,8756
,295NP,Standard Selling,10450
,296NP,Standard Selling,3449
,297NP,Standard Selling,6818
,298NP,Standard Selling,5297
,299NP,Standard Selling,8666
,300NP,Standard Selling,4970
,301NP,Standard Selling,10325
,302NP,Standard Selling,500
,303NP,Standard Selling,16667
,304NP,Standard Selling,29414
,305NP,Standard Selling,735
,306NP,Standard Selling,735
,307NP,Standard Selling,2050
,308NP,Standard Selling,2050
,309NP,Standard Selling,1500
,310NP,Standard Selling,3800
,311NP,Standard Selling,5670
,312NP,Standard Selling,9600
,313NP,Standard Selling,6200
,314NP,Standard Selling,6000
,315NP,Standard Selling,569
,316NP,Standard Selling,2400
,317NP,Standard Selling,912
,318NP,Standard Selling,1000
,319NP,Standard Selling,1578
,320NP,Standard Selling,1000
,321NP,Standard Selling,1000
,322NP,Standard Selling,3313
,323NP,Standard Selling,7500
,324NP,Standard Selling,7500
,325NP,Standard Selling,2783
,326NP,Standard Selling,1000
,327NP,Standard Selling,2500
,328NP,Standard Selling,5250
,329NP,Standard Selling,550
,330NP,Standard Selling,1700
,331NP,Standard Selling,1500
,332NP,Standard Selling,700
,333NP,Standard Selling,700
,334NP,Standard Selling,900
,335NP,Standard Selling,200
,336NP,Standard Selling,200
,337NP,Standard Selling,200
,338NP,Standard Selling,7500
,339NP,Standard Selling,15000
,340NP,Standard Selling,250
,341NP,Standard Selling,7500
,342NP,Standard Selling,7500
,343NP,Standard Selling,8000
,344NP,Standard Selling,400
,345NP,Standard Selling,8000
,346NP,Standard Selling,3800
,347NP,Standard Selling,230
,348NP,Standard Selling,450
,349NP,Standard Selling,300
,350NP,Standard Selling,200
,351NP,Standard Selling,120
,352NP,Standard Selling,560
,353NP,Standard Selling,300
,354NP,Standard Selling,600
,355NP,Standard Selling,560
,356NP,Standard Selling,700
,357NP,Standard Selling,900
,358NP,Standard Selling,200
,359NP,Standard Selling,200
,360NP,Standard Selling,200
,361NP,Standard Selling,7500
,362NP,Standard Selling,15000
,363NP,Standard Selling,250
,364NP,Standard Selling,7500
,365NP,Standard Selling,7500
,366NP,Standard Selling,8000
,367NP,Standard Selling,400
,368NP,Standard Selling,8000
,369NP,Standard Selling,3800
,370NP,Standard Selling,230
,371NP,Standard Selling,450
,372NP,Standard Selling,300
,373NP,Standard Selling,200
,374NP,Standard Selling,120
,375NP,Standard Selling,560
,376NP,Standard Selling,300
,377NP,Standard Selling,600
,378NP,Standard Selling,560
,379NP,Standard Selling,4300
,380NP,Standard Selling,4400
,381NP,Standard Selling,4400
,382NP,Standard Selling,2200
,383NP,Standard Selling,2200
,384NP,Standard Selling,2200
,385NP,Standard Selling,2200
,386NP,Standard Selling,2000
,387NP,Standard Selling,2000
,388NP,Standard Selling,2000
,389NP,Standard Selling,1200
,390NP,Standard Selling,1200
,391NP,Standard Selling,1200
,392NP,Standard Selling,7000
,393NP,Standard Selling,650
,394NP,Standard Selling,500
,395NP,Standard Selling,1600
,396NP,Standard Selling,1600
,397NP,Standard Selling,1600
,398NP,Standard Selling,3725
,399NP,Standard Selling,1600
,400NP,Standard Selling,2483
,401NP,Standard Selling,700
,402NP,Standard Selling,6750
,403NP,Standard Selling,855
,404NP,Standard Selling,3633
,405NP,Standard Selling,2700
,406NP,Standard Selling,100
,407NP,Standard Selling,2633
,408NP,Standard Selling,4300
,409NP,Standard Selling,4400
,410NP,Standard Selling,4400
,411NP,Standard Selling,2200
,412NP,Standard Selling,2200
,413NP,Standard Selling,2200
,414NP,Standard Selling,2200
,415NP,Standard Selling,2000
,416NP,Standard Selling,2000
,417NP,Standard Selling,2000
,418NP,Standard Selling,1200
,419NP,Standard Selling,1200
,420NP,Standard Selling,1200
,421NP,Standard Selling,7000
,422NP,Standard Selling,650
,423NP,Standard Selling,500
,424NP,Standard Selling,1600
,425NP,Standard Selling,1600
,426NP,Standard Selling,1600
,427NP,Standard Selling,3725
,428NP,Standard Selling,1600
,429NP,Standard Selling,2483
,430NP,Standard Selling,700
,431NP,Standard Selling,6750
,432NP,Standard Selling,855
,433NP,Standard Selling,3633
,434NP,Standard Selling,2700
,435NP,Standard Selling,100
,436NP,Standard Selling,2633
,437NP,Standard Selling,2443
,438NP,Standard Selling,128
,439NP,Standard Selling,178
,440NP,Standard Selling,178
,441NP,Standard Selling,178
,442NP,Standard Selling,178
,443NP,Standard Selling,178
,444NP,Standard Selling,342
,445NP,Standard Selling,13439
,446NP,Standard Selling,13165
,447NP,Standard Selling,11844
,448NP,Standard Selling,581
,449NP,Standard Selling,171
,450NP,Standard Selling,174
,451NP,Standard Selling,174
,452NP,Standard Selling,174
,453NP,Standard Selling,295
,454NP,Standard Selling,270
,455NP,Standard Selling,851
,456NP,Standard Selling,60
,457NP,Standard Selling,60
,458NP,Standard Selling,179
,459NP,Standard Selling,179
,460NP,Standard Selling,195
,461NP,Standard Selling,227
,462NP,Standard Selling,227
,463NP,Standard Selling,120
,464NP,Standard Selling,2443
,465NP,Standard Selling,128
,466NP,Standard Selling,178
,467NP,Standard Selling,178
,468NP,Standard Selling,178
,469NP,Standard Selling,178
,470NP,Standard Selling,178
,471NP,Standard Selling,342
,472NP,Standard Selling,13439
,473NP,Standard Selling,13165
,474NP,Standard Selling,11844
,475NP,Standard Selling,581
,476NP,Standard Selling,171
,477NP,Standard Selling,174
,478NP,Standard Selling,174
,479NP,Standard Selling,174
,480NP,Standard Selling,295
,481NP,Standard Selling,270
,482NP,Standard Selling,851
,483NP,Standard Selling,60
,484NP,Standard Selling,60
,485NP,Standard Selling,179
,486NP,Standard Selling,179
,487NP,Standard Selling,195
,488NP,Standard Selling,227
,489NP,Standard Selling,227
,490NP,Standard Selling,120
,491NP,Standard Selling,2443
,492NP,Standard Selling,128
,493NP,Standard Selling,178
,494NP,Standard Selling,178
,495NP,Standard Selling,178
,496NP,Standard Selling,178
,497NP,Standard Selling,178
,498NP,Standard Selling,342
,499NP,Standard Selling,13439
,500NP,Standard Selling,13165
,501NP,Standard Selling,11844
,502NP,Standard Selling,581
,503NP,Standard Selling,171
,504NP,Standard Selling,174
,505NP,Standard Selling,174
,506NP,Standard Selling,174
,507NP,Standard Selling,295
,508NP,Standard Selling,270
,509NP,Standard Selling,851
,510NP,Standard Selling,60
,511NP,Standard Selling,60
,512NP,Standard Selling,179
,513NP,Standard Selling,179
,514NP,Standard Selling,195
,515NP,Standard Selling,227
,516NP,Standard Selling,227
,517NP,Standard Selling,120
,518NP,Standard Selling,120
,519NP,Standard Selling,120
,520NP,Standard Selling,120
,521NP,Standard Selling,120
,522NP,Standard Selling,120
,523NP,Standard Selling,120
,524NP,Standard Selling,120
,525NP,Standard Selling,120
,526NP,Standard Selling,120
