Data Import Template,,,
,157DR,Standard Selling,20
,158DR,Standard Selling,50
,159DR,Standard Selling,80
,160DR,Standard Selling,50
,161DR,Standard Selling,20
,162DR,Standard Selling,150
,163DR,Standard Selling,100
,164DR,Standard Selling,150
,165DR,Standard Selling,90
,166DR,Standard Selling,50
,167DR,Standard Selling,40
,168DR,Standard Selling,30
,169DR,Standard Selling,20
,170DR,Standard Selling,50
,171DR,Standard Selling,20
,172DR,Standard Selling,30
,173DR,Standard Selling,40
,174DR,Standard Selling,50
,175DR,Standard Selling,30
,176DR,Standard Selling,20
,177DR,Standard Selling,50
,178DR,Standard Selling,60
,179DR,Standard Selling,70
,180DR,Standard Selling,80
,181DR,Standard Selling,100
,182DR,Standard Selling,150
,183DR,Standard Selling,200
,184DR,Standard Selling,50
,185DR,Standard Selling,60
,186DR,Standard Selling,50
,187DR,Standard Selling,30
,188DR,Standard Selling,40
,189DR,Standard Selling,60
,190DR,Standard Selling,70
,191DR,Standard Selling,80
,192DR,Standard Selling,60
,193DR,Standard Selling,50
,194DR,Standard Selling,150
,195DR,Standard Selling,100
,196DR,Standard Selling,60
,197DR,Standard Selling,50
,198DR,Standard Selling,70
,199DR,Standard Selling,60
,200DR,Standard Selling,20
,201DR,Standard Selling,10
,202DR,Standard Selling,20
,203DR,Standard Selling,20
,204DR,Standard Selling,30
,205DR,Standard Selling,20
,206DR,Standard Selling,50
,207DR,Standard Selling,30
,208DR,Standard Selling,30
,209DR,Standard Selling,40
,210DR,Standard Selling,50
,211DR,Standard Selling,60
,212DR,Standard Selling,40
,213DR,Standard Selling,30
,214DR,Standard Selling,50
,215DR,Standard Selling,60
,216DR,Standard Selling,50
,217DR,Standard Selling,80
,218DR,Standard Selling,50
,219DR,Standard Selling,60
,220DR,Standard Selling,100
,221DR,Standard Selling,20
,222DR,Standard Selling,30
,223DR,Standard Selling,30
,224DR,Standard Selling,50
,225DR,Standard Selling,50
,226DR,Standard Selling,50
,227DR,Standard Selling,60
,228DR,Standard Selling,40
,229DR,Standard Selling,50
,230DR,Standard Selling,30
,231DR,Standard Selling,20
,232DR,Standard Selling,80
,233DR,Standard Selling,50
,234DR,Standard Selling,50
,235DR,Standard Selling,100
,236DR,Standard Selling,150
,237DR,Standard Selling,200
,238DR,Standard Selling,250
,239DR,Standard Selling,100
,240DR,Standard Selling,50
,241DR,Standard Selling,100
,242DR,Standard Selling,40
,243DR,Standard Selling,30
,244DR,Standard Selling,20
,245DR,Standard Selling,2.5
,246DR,Standard Selling,200
,247DR,Standard Selling,40
,248DR,Standard Selling,40
,249DR,Standard Selling,50
,250DR,Standard Selling,20
,251DR,Standard Selling,10
,252DR,Standard Selling,30
,253DR,Standard Selling,40
,254DR,Standard Selling,50
,255DR,Standard Selling,30
,256DR,Standard Selling,40
,257DR,Standard Selling,20
,258DR,Standard Selling,40
,259DR,Standard Selling,40
,260DR,Standard Selling,20
,261DR,Standard Selling,50
,262DR,Standard Selling,30
,263DR,Standard Selling,40
,264DR,Standard Selling,50
,265DR,Standard Selling,50
,266DR,Standard Selling,40
,267DR,Standard Selling,250
,268DR,Standard Selling,20
,269DR,Standard Selling,30
,270DR,Standard Selling,40
,271DR,Standard Selling,150
,272DR,Standard Selling,240
,273DR,Standard Selling,40
,274DR,Standard Selling,150
,275DR,Standard Selling,40
,276DR,Standard Selling,40
,277DR,Standard Selling,40
,278DR,Standard Selling,30
,279DR,Standard Selling,60
,280DR,Standard Selling,50
,281DR,Standard Selling,40
,282DR,Standard Selling,30
,283DR,Standard Selling,130
,284DR,Standard Selling,150
,285DR,Standard Selling,80
,286DR,Standard Selling,210
,287DR,Standard Selling,220
,288DR,Standard Selling,25
,289DR,Standard Selling,25
,290DR,Standard Selling,40
,291DR,Standard Selling,225
,292DR,Standard Selling,150
,293DR,Standard Selling,220
,294DR,Standard Selling,240
,295DR,Standard Selling,100
,296DR,Standard Selling,240
,297DR,Standard Selling,20
,298DR,Standard Selling,40
,299DR,Standard Selling,40
,300DR,Standard Selling,30
,301DR,Standard Selling,40
,302DR,Standard Selling,100
,303DR,Standard Selling,50
,304DR,Standard Selling,30
,305DR,Standard Selling,50
,306DR,Standard Selling,40
,307DR,Standard Selling,30
,308DR,Standard Selling,40
,309DR,Standard Selling,40
,310DR,Standard Selling,50
,311DR,Standard Selling,30
,312DR,Standard Selling,150
,313DR,Standard Selling,150
,314DR,Standard Selling,40
,315DR,Standard Selling,100
,316DR,Standard Selling,100
,317DR,Standard Selling,40
,318DR,Standard Selling,800
,319DR,Standard Selling,40
,320DR,Standard Selling,40
,321DR,Standard Selling,40
,322DR,Standard Selling,150
,323DR,Standard Selling,30
,324DR,Standard Selling,30
,325DR,Standard Selling,40
,326DR,Standard Selling,50
,327DR,Standard Selling,40
,328DR,Standard Selling,40
,329DR,Standard Selling,80
,330DR,Standard Selling,40
,331DR,Standard Selling,30
,332DR,Standard Selling,20
,333DR,Standard Selling,100
,334DR,Standard Selling,40
,335DR,Standard Selling,50
,336DR,Standard Selling,30
,337DR,Standard Selling,40
,338DR,Standard Selling,50
,339DR,Standard Selling,40
,340DR,Standard Selling,31
,341DR,Standard Selling,32
,342DR,Standard Selling,35
,343DR,Standard Selling,40
,344DR,Standard Selling,40
,345DR,Standard Selling,40
,346DR,Standard Selling,100
,347DR,Standard Selling,20
,348DR,Standard Selling,20
,349DR,Standard Selling,150
,350DR,Standard Selling,50
,351DR,Standard Selling,40
,352DR,Standard Selling,50
,353DR,Standard Selling,100
,354DR,Standard Selling,10
,355DR,Standard Selling,20
,356DR,Standard Selling,25
,357DR,Standard Selling,30
,358DR,Standard Selling,35
,359DR,Standard Selling,40
,360DR,Standard Selling,50
,361DR,Standard Selling,80
,362DR,Standard Selling,20
,363DR,Standard Selling,100
,364DR,Standard Selling,150
,365DR,Standard Selling,150
,366DR,Standard Selling,50
,367DR,Standard Selling,100
,368DR,Standard Selling,150
,369DR,Standard Selling,20
,370DR,Standard Selling,30
,371DR,Standard Selling,20
,372DR,Standard Selling,20
,373DR,Standard Selling,200
,374DR,Standard Selling,30
,375DR,Standard Selling,60
,376DR,Standard Selling,70
,377DR,Standard Selling,80
,378DR,Standard Selling,50
,379DR,Standard Selling,70
,380DR,Standard Selling,60
,381DR,Standard Selling,80
,382DR,Standard Selling,90
,383DR,Standard Selling,30
,384DR,Standard Selling,40
,385DR,Standard Selling,50
,386DR,Standard Selling,60
,387DR,Standard Selling,100
,388DR,Standard Selling,60
,389DR,Standard Selling,40
,390DR,Standard Selling,20
,391DR,Standard Selling,20
,392DR,Standard Selling,30
,393DR,Standard Selling,40
,394DR,Standard Selling,20
,395DR,Standard Selling,50
,396DR,Standard Selling,60
,397DR,Standard Selling,30
,398DR,Standard Selling,20
,399DR,Standard Selling,30
,400DR,Standard Selling,40
,401DR,Standard Selling,50
,402DR,Standard Selling,70
,403DR,Standard Selling,80
,404DR,Standard Selling,90
,405DR,Standard Selling,100
,406DR,Standard Selling,150
,407DR,Standard Selling,200
,408DR,Standard Selling,250
,409DR,Standard Selling,100
,410DR,Standard Selling,150
,411DR,Standard Selling,120
,412DR,Standard Selling,160
,413DR,Standard Selling,50
,414DR,Standard Selling,30
,415DR,Standard Selling,20
,416DR,Standard Selling,10
,417DR,Standard Selling,20
,418DR,Standard Selling,30
,419DR,Standard Selling,10
,420DR,Standard Selling,20
,421DR,Standard Selling,30
,422DR,Standard Selling,50
,423DR,Standard Selling,60
,424DR,Standard Selling,70
,425DR,Standard Selling,80
,426DR,Standard Selling,100
,427DR,Standard Selling,150
,428DR,Standard Selling,100
,429DR,Standard Selling,100
,430DR,Standard Selling,150
,431DR,Standard Selling,100
,432DR,Standard Selling,50
,433DR,Standard Selling,20
,434DR,Standard Selling,30
,435DR,Standard Selling,40
,436DR,Standard Selling,100
,437DR,Standard Selling,100
,438DR,Standard Selling,150
,439DR,Standard Selling,200
,440DR,Standard Selling,90
,441DR,Standard Selling,100
,442DR,Standard Selling,30
,443DR,Standard Selling,50
,444DR,Standard Selling,30
,445DR,Standard Selling,20
,446DR,Standard Selling,30
,447DR,Standard Selling,40
,448DR,Standard Selling,50
,449DR,Standard Selling,30
,450DR,Standard Selling,60
,451DR,Standard Selling,40
,452DR,Standard Selling,30
,453DR,Standard Selling,20
,454DR,Standard Selling,10
,455DR,Standard Selling,20
,456DR,Standard Selling,30
,457DR,Standard Selling,40
,458DR,Standard Selling,30
,459DR,Standard Selling,20
,460DR,Standard Selling,50
,461DR,Standard Selling,40
,462DR,Standard Selling,60
,463DR,Standard Selling,10
,464DR,Standard Selling,20
,465DR,Standard Selling,50
,466DR,Standard Selling,60
,467DR,Standard Selling,70
,468DR,Standard Selling,50
,469DR,Standard Selling,30
,470DR,Standard Selling,20
,471DR,Standard Selling,50
,472DR,Standard Selling,40
,473DR,Standard Selling,100
,474DR,Standard Selling,150
,475DR,Standard Selling,10
,476DR,Standard Selling,20
,477DR,Standard Selling,30
,478DR,Standard Selling,200
,479DR,Standard Selling,50
,480DR,Standard Selling,60
,481DR,Standard Selling,50
,482DR,Standard Selling,80
,483DR,Standard Selling,30
,484DR,Standard Selling,50
,485DR,Standard Selling,50
,486DR,Standard Selling,30
,487DR,Standard Selling,20
,488DR,Standard Selling,40
,489DR,Standard Selling,20
,490DR,Standard Selling,50
,491DR,Standard Selling,10
,492DR,Standard Selling,20
,493DR,Standard Selling,30
,494DR,Standard Selling,40
,495DR,Standard Selling,20
,496DR,Standard Selling,30
,497DR,Standard Selling,30
,498DR,Standard Selling,100
,499DR,Standard Selling,50
,500DR,Standard Selling,30
,501DR,Standard Selling,40
,502DR,Standard Selling,20
,503DR,Standard Selling,50
,504DR,Standard Selling,80
,505DR,Standard Selling,50
,506DR,Standard Selling,20
,507DR,Standard Selling,150
,508DR,Standard Selling,100
,509DR,Standard Selling,150
,510DR,Standard Selling,90
,511DR,Standard Selling,50
,512DR,Standard Selling,40
,513DR,Standard Selling,30
,514DR,Standard Selling,20
,515DR,Standard Selling,50
,516DR,Standard Selling,20
,517DR,Standard Selling,30
,518DR,Standard Selling,40
,519DR,Standard Selling,50
,520DR,Standard Selling,30
,521DR,Standard Selling,20
,522DR,Standard Selling,50
,523DR,Standard Selling,60
,524DR,Standard Selling,70
,525DR,Standard Selling,80
,526DR,Standard Selling,100
,527DR,Standard Selling,150
,528DR,Standard Selling,200
,529DR,Standard Selling,50
,530DR,Standard Selling,60
,531DR,Standard Selling,50
,532DR,Standard Selling,30
,533DR,Standard Selling,40
,534DR,Standard Selling,60
,535DR,Standard Selling,70
,536DR,Standard Selling,80
,537DR,Standard Selling,60
,538DR,Standard Selling,50
,539DR,Standard Selling,150
,540DR,Standard Selling,100
,541DR,Standard Selling,60
,542DR,Standard Selling,50
,543DR,Standard Selling,70
,544DR,Standard Selling,60
,545DR,Standard Selling,20
,546DR,Standard Selling,10
,547DR,Standard Selling,20
,548DR,Standard Selling,20
,549DR,Standard Selling,30
,550DR,Standard Selling,20
,551DR,Standard Selling,50
,552DR,Standard Selling,30
,553DR,Standard Selling,30
,554DR,Standard Selling,40
,555DR,Standard Selling,50
,556DR,Standard Selling,60
,557DR,Standard Selling,40
,558DR,Standard Selling,30
,559DR,Standard Selling,50
,560DR,Standard Selling,60
,561DR,Standard Selling,50
,562DR,Standard Selling,80
,563DR,Standard Selling,50
,564DR,Standard Selling,60
,565DR,Standard Selling,100
,566DR,Standard Selling,20
,567DR,Standard Selling,30
,568DR,Standard Selling,30
,569DR,Standard Selling,50
,570DR,Standard Selling,50
,571DR,Standard Selling,50
,572DR,Standard Selling,60
,573DR,Standard Selling,40
,574DR,Standard Selling,50
,575DR,Standard Selling,30
,576DR,Standard Selling,20
,577DR,Standard Selling,80
,578DR,Standard Selling,50
,579DR,Standard Selling,50
,580DR,Standard Selling,100
,581DR,Standard Selling,150
,582DR,Standard Selling,200
,583DR,Standard Selling,250
,584DR,Standard Selling,100
,585DR,Standard Selling,50
,586DR,Standard Selling,100
,587DR,Standard Selling,40
,588DR,Standard Selling,30
,589DR,Standard Selling,20
,590DR,Standard Selling,2.5
,591DR,Standard Selling,200
,592DR,Standard Selling,40
,593DR,Standard Selling,40
,594DR,Standard Selling,50
,595DR,Standard Selling,20
,596DR,Standard Selling,10
,597DR,Standard Selling,30
,598DR,Standard Selling,40
,599DR,Standard Selling,50
,600DR,Standard Selling,30
,601DR,Standard Selling,40
,602DR,Standard Selling,20
,603DR,Standard Selling,40
,604DR,Standard Selling,40
,605DR,Standard Selling,20
,606DR,Standard Selling,50
,607DR,Standard Selling,30
,608DR,Standard Selling,40
,609DR,Standard Selling,50
,610DR,Standard Selling,50
,611DR,Standard Selling,40
,612DR,Standard Selling,250
,613DR,Standard Selling,20
,614DR,Standard Selling,30
,615DR,Standard Selling,40
,616DR,Standard Selling,150
,617DR,Standard Selling,240
,618DR,Standard Selling,40
,619DR,Standard Selling,150
,620DR,Standard Selling,40
,621DR,Standard Selling,40
,622DR,Standard Selling,40
,623DR,Standard Selling,30
,624DR,Standard Selling,60
,625DR,Standard Selling,50
,626DR,Standard Selling,40
,627DR,Standard Selling,30
,628DR,Standard Selling,130
,629DR,Standard Selling,150
,630DR,Standard Selling,80
,631DR,Standard Selling,210
,632DR,Standard Selling,220
,633DR,Standard Selling,25
,634DR,Standard Selling,25
,635DR,Standard Selling,40
,636DR,Standard Selling,225
,637DR,Standard Selling,150
,638DR,Standard Selling,220
,639DR,Standard Selling,240
,640DR,Standard Selling,100
,641DR,Standard Selling,240
,642DR,Standard Selling,20
,643DR,Standard Selling,40
,644DR,Standard Selling,40
,645DR,Standard Selling,30
,646DR,Standard Selling,40
,647DR,Standard Selling,100
,648DR,Standard Selling,50
,649DR,Standard Selling,30
,650DR,Standard Selling,50
,651DR,Standard Selling,40
,652DR,Standard Selling,30
,653DR,Standard Selling,40
,654DR,Standard Selling,40
,655DR,Standard Selling,50
,656DR,Standard Selling,30
,657DR,Standard Selling,150
,658DR,Standard Selling,150
,659DR,Standard Selling,40
,660DR,Standard Selling,100
,661DR,Standard Selling,100
,662DR,Standard Selling,40
,663DR,Standard Selling,800
,664DR,Standard Selling,40
,665DR,Standard Selling,40
,666DR,Standard Selling,40
,667DR,Standard Selling,150
,668DR,Standard Selling,30
,669DR,Standard Selling,30
,670DR,Standard Selling,40
,671DR,Standard Selling,50
,672DR,Standard Selling,40
,673DR,Standard Selling,40
,674DR,Standard Selling,80
,675DR,Standard Selling,40
,676DR,Standard Selling,30
,677DR,Standard Selling,20
,678DR,Standard Selling,100
,679DR,Standard Selling,40
,680DR,Standard Selling,50
,681DR,Standard Selling,30
,682DR,Standard Selling,40
,683DR,Standard Selling,50
,684DR,Standard Selling,40
,685DR,Standard Selling,31
,686DR,Standard Selling,32
,687DR,Standard Selling,35
,688DR,Standard Selling,40
,689DR,Standard Selling,40
,690DR,Standard Selling,40
,691DR,Standard Selling,100
,692DR,Standard Selling,20
,693DR,Standard Selling,20
,694DR,Standard Selling,150
,695DR,Standard Selling,50
,696DR,Standard Selling,40
,697DR,Standard Selling,50
,698DR,Standard Selling,100
,699DR,Standard Selling,10
,700DR,Standard Selling,20
,701DR,Standard Selling,25
,702DR,Standard Selling,30
,703DR,Standard Selling,35
,704DR,Standard Selling,40
,705DR,Standard Selling,50
,706DR,Standard Selling,80
,707DR,Standard Selling,20
,708DR,Standard Selling,100
,709DR,Standard Selling,150
,710DR,Standard Selling,150
,711DR,Standard Selling,50
,712DR,Standard Selling,100
,713DR,Standard Selling,150
,714DR,Standard Selling,20
,715DR,Standard Selling,30
,716DR,Standard Selling,20
,717DR,Standard Selling,20
,718DR,Standard Selling,200
,719DR,Standard Selling,30
,720DR,Standard Selling,60
,722DR,Standard Selling,70
,723DR,Standard Selling,80
,724DR,Standard Selling,50
,725DR,Standard Selling,70
,726DR,Standard Selling,60
,727DR,Standard Selling,80
,728DR,Standard Selling,90
,729DR,Standard Selling,30
,730DR,Standard Selling,40
,731DR,Standard Selling,50
,732DR,Standard Selling,60
,733DR,Standard Selling,100
,734DR,Standard Selling,60
,735DR,Standard Selling,40
,736DR,Standard Selling,20
,737DR,Standard Selling,20
,738DR,Standard Selling,30
,739DR,Standard Selling,40
,740DR,Standard Selling,20
,741DR,Standard Selling,50
,742DR,Standard Selling,60
,743DR,Standard Selling,30
,744DR,Standard Selling,20
,745DR,Standard Selling,30
,746DR,Standard Selling,40
,747DR,Standard Selling,50
,748DR,Standard Selling,70
,749DR,Standard Selling,80
,750DR,Standard Selling,90
,751DR,Standard Selling,100
,752DR,Standard Selling,150
,753DR,Standard Selling,200
,754DR,Standard Selling,250
,755DR,Standard Selling,100
,756DR,Standard Selling,150
,757DR,Standard Selling,120
,758DR,Standard Selling,160
,759DR,Standard Selling,50
,760DR,Standard Selling,30
,761DR,Standard Selling,20
,762DR,Standard Selling,10
,763DR,Standard Selling,20
,764DR,Standard Selling,30
,765DR,Standard Selling,10
,766DR,Standard Selling,20
,767DR,Standard Selling,30
,768DR,Standard Selling,50
,769DR,Standard Selling,60
,770DR,Standard Selling,70
,771DR,Standard Selling,80
,772DR,Standard Selling,100
,773DR,Standard Selling,150
,774DR,Standard Selling,100
,775DR,Standard Selling,100
,776DR,Standard Selling,150
,777DR,Standard Selling,100
,778DR,Standard Selling,50
,779DR,Standard Selling,20
,780DR,Standard Selling,30
,781DR,Standard Selling,40
,782DR,Standard Selling,100
,783DR,Standard Selling,100
,784DR,Standard Selling,150
,785DR,Standard Selling,200
,786DR,Standard Selling,90
,787DR,Standard Selling,100
,788DR,Standard Selling,30
,789DR,Standard Selling,50
,790DR,Standard Selling,30
,791DR,Standard Selling,20
,792DR,Standard Selling,30
,793DR,Standard Selling,40
,794DR,Standard Selling,50
,795DR,Standard Selling,30
,796DR,Standard Selling,60
,797DR,Standard Selling,40
,798DR,Standard Selling,30
,799DR,Standard Selling,20
,800DR,Standard Selling,10
,801DR,Standard Selling,20
,802DR,Standard Selling,30
,803DR,Standard Selling,40
,804DR,Standard Selling,30
,805DR,Standard Selling,20
,806DR,Standard Selling,50
,807DR,Standard Selling,40
,808DR,Standard Selling,60
,809DR,Standard Selling,10
,810DR,Standard Selling,20
,811DR,Standard Selling,50
,812DR,Standard Selling,60
,813DR,Standard Selling,70
,814DR,Standard Selling,50
,815DR,Standard Selling,30
,816DR,Standard Selling,20
,817DR,Standard Selling,50
,818DR,Standard Selling,40
,819DR,Standard Selling,100
,820DR,Standard Selling,150
,821DR,Standard Selling,10
,822DR,Standard Selling,20
,823DR,Standard Selling,30
,824DR,Standard Selling,200
,825DR,Standard Selling,50
,826DR,Standard Selling,60
,827DR,Standard Selling,50
,828DR,Standard Selling,80
,829DR,Standard Selling,30
,830DR,Standard Selling,50
,831DR,Standard Selling,50
,832DR,Standard Selling,30
,833DR,Standard Selling,20
,834DR,Standard Selling,40
,835DR,Standard Selling,20
,836DR,Standard Selling,50
,837DR,Standard Selling,10
,838DR,Standard Selling,20
,839DR,Standard Selling,30
,840DR,Standard Selling,40
,841DR,Standard Selling,20
,842DR,Standard Selling,30
,843DR,Standard Selling,30
,844DR,Standard Selling,100
,845DR,Standard Selling,50
,846DR,Standard Selling,30
,847DR,Standard Selling,40
,848DR,Standard Selling,20
,849DR,Standard Selling,50
,850DR,Standard Selling,80
,851DR,Standard Selling,50
,852DR,Standard Selling,20
,853DR,Standard Selling,150
,854DR,Standard Selling,100
,855DR,Standard Selling,150
,856DR,Standard Selling,90
,857DR,Standard Selling,50
,858DR,Standard Selling,40
,859DR,Standard Selling,30
,860DR,Standard Selling,20
,861DR,Standard Selling,50
,862DR,Standard Selling,20
,863DR,Standard Selling,30
,864DR,Standard Selling,40
,865DR,Standard Selling,50
,866DR,Standard Selling,30
,867DR,Standard Selling,20
,868DR,Standard Selling,50
,869DR,Standard Selling,60
,870DR,Standard Selling,70
,871DR,Standard Selling,80
,872DR,Standard Selling,100
,873DR,Standard Selling,150
,874DR,Standard Selling,200
,875DR,Standard Selling,50
,876DR,Standard Selling,60
,877DR,Standard Selling,50
,878DR,Standard Selling,30
,879DR,Standard Selling,40
,880DR,Standard Selling,60
,881DR,Standard Selling,70
,882DR,Standard Selling,80
,883DR,Standard Selling,60
,884DR,Standard Selling,50
,885DR,Standard Selling,150
,886DR,Standard Selling,100
,887DR,Standard Selling,60
,888DR,Standard Selling,50
,889DR,Standard Selling,70
,890DR,Standard Selling,60
,891DR,Standard Selling,20
,892DR,Standard Selling,10
,893DR,Standard Selling,20
,894DR,Standard Selling,20
,895DR,Standard Selling,30
,896DR,Standard Selling,20
,897DR,Standard Selling,50
,898DR,Standard Selling,30
,899DR,Standard Selling,30
,900DR,Standard Selling,40
,901DR,Standard Selling,50
,902DR,Standard Selling,60
,903DR,Standard Selling,40
,904DR,Standard Selling,30
,905DR,Standard Selling,50
,906DR,Standard Selling,60
,907DR,Standard Selling,50
,908DR,Standard Selling,80
,909DR,Standard Selling,50
,910DR,Standard Selling,60
,911DR,Standard Selling,100
,912DR,Standard Selling,20
,913DR,Standard Selling,30
,914DR,Standard Selling,30
,915DR,Standard Selling,50
,916DR,Standard Selling,50
,917DR,Standard Selling,50
,918DR,Standard Selling,60
,919DR,Standard Selling,40
,920DR,Standard Selling,50
,921DR,Standard Selling,30
,922DR,Standard Selling,20
,923DR,Standard Selling,80
,924DR,Standard Selling,50
,925DR,Standard Selling,50
,926DR,Standard Selling,100
,927DR,Standard Selling,150
,928DR,Standard Selling,200
,929DR,Standard Selling,250
,930DR,Standard Selling,100
,931DR,Standard Selling,50
,932DR,Standard Selling,100
,933DR,Standard Selling,40
,934DR,Standard Selling,30
,935DR,Standard Selling,20
,936DR,Standard Selling,2.5
,937DR,Standard Selling,200
,938DR,Standard Selling,40
,939DR,Standard Selling,40
,940DR,Standard Selling,50
,941DR,Standard Selling,20
,942DR,Standard Selling,10
,943DR,Standard Selling,30
,944DR,Standard Selling,40
,945DR,Standard Selling,50
,946DR,Standard Selling,30
,947DR,Standard Selling,40
,948DR,Standard Selling,20
,949DR,Standard Selling,40
,950DR,Standard Selling,40
,951DR,Standard Selling,20
,952DR,Standard Selling,50
,953DR,Standard Selling,30
,954DR,Standard Selling,40
,955DR,Standard Selling,50
,956DR,Standard Selling,50
,957DR,Standard Selling,40
,958DR,Standard Selling,250
,959DR,Standard Selling,20
,960DR,Standard Selling,30
,961DR,Standard Selling,40
,962DR,Standard Selling,150
,963DR,Standard Selling,240
,964DR,Standard Selling,40
,965DR,Standard Selling,150
,966DR,Standard Selling,40
,967DR,Standard Selling,40
,968DR,Standard Selling,40
,969DR,Standard Selling,30
,970DR,Standard Selling,60
,971DR,Standard Selling,50
,972DR,Standard Selling,40
,973DR,Standard Selling,30
,974DR,Standard Selling,130
,975DR,Standard Selling,150
,976DR,Standard Selling,80
